S-10040,2023-10-06,8ceed14d-9385-4d5d-93cb-cb920a28dfd0,Tablet,Office Supplies,2,238.04,2d2d5e49-af18-438f-8364-9e2dda896395,South,476.08
S-10041,2023-03-17,74f7eeec-5ede-4911-9e6b-a920458924d1,Printer,Accessories,4,420.33,75f78c73-f51b-48de-ab25-97f0ed19efa8,East,1681.32
S-10042,2022-10-30,cb596d17-5433-4fe2-866a-0f7e78b2ad03,Smartphone,Accessories,3,42.53,94177cb1-35b0-4970-af38-cf744a8f7985,North,127.59
S-10043,2023-09-18,07505f67-8e29-4df3-932a-bd91c1bade5d,Headphones,Electronics,17,144.55,51de519b-4fb4-45cb-8a4b-59df4589b76f,North,2457.35
S-10044,2024-01-23,d39b0a74-6222-4853-82bb-5c3776c6145b,Monitor,Accessories,14,326.58,c57c6737-87b1-43b6-847e-38b0817cda95,North,4572.12
S-10045,2023-07-08,f3cf117e-0bdc-4116-8927-9da338a4753a,Monitor,Accessories,2,348.57,bcd80bfb-36d4-4239-ba92-f01fd24ff8a6,East,697.14
S-10046,2024-06-29,92935f49-9e1f-4bf5-a601-de4050ba64ca,Headphones,Electronics,16,900.59,13fd5c12-d983-4e8a-aeeb-2835a3ebe6c0,North,14409.44
S-10047,2024-03-07,d2330685-c79d-4e94-92b7-e24d83134ff6,Printer,Electronics,11,744.39,25230e58-a5ba-439c-ae44-162d356f6089,South,8188.29
S-10048,2022-12-29,fc11da4e-902a-44b7-89fc-a92f1fa41fc5,Mouse,Office Supplies,13,972.46,d261190e-3470-49d6-897f-0e179d266371,North,12641.98
S-10049,2023-03-05,51270bd3-74c3-441d-88ae-d9728a6b663c,Mouse,Accessories,1,603.08,fedc3877-cdb7-429e-a95a-d4721089774b,North,603.08
S-10050,2023-04-15,ad7a3561-3091-4d27-a838-974a06e48ae9,Printer,Office Supplies,2,249.3,41938cae-2142-4350-b31b-7c2c141738bb,East,498.6
S-10051,2024-05-28,0ea5103d-89a7-4435-9115-a9b51360737f,Mouse,Office Supplies,2,334.38,36fb27f3-f354-4af0-9836-47415bf75d22,West,668.76
S-10052,2023-06-20,a8910b51-57a7-441a-9e33-36ac45c6eb92,Tablet,Electronics,5,326.64,6b182642-5fb6-444d-9020-1ef6e54dc83b,West,1633.2
S-10053,2023-04-05,ae800ce8-fa18-45dc-b40b-295f178703db,Monitor,Office Supplies,4,333.23,86a1e4ea-1ca7-47ba-ba5a-58472dd0d9bb,East,1332.92
S-10054,2023-05-17,bf77af37-e02d-4cbf-b375-eaf6512bcfc6,Printer,Accessories,12,676.23,f60a148e-6351-4c57-849b-43f2f62b0759,East,8114.76
S-10055,2023-07-19,7f1b46f1-e329-4795-901e-d1180f540549,Monitor,Electronics,3,535.5,b640b93f-00f6-46c0-9573-c503a4a45d89,East,1606.5
S-10056,2024-04-16,a11f2082-3d94-4c7e-b0fd-2add2a052ed5,Headphones,Accessories,10,391.57,ad245684-e3cf-4172-b22e-6e974779e264,East,3915.7
S-10057,2023-04-13,114c8d5d-c5c1-4dba-9de7-08d786319032,Laptop,Accessories,18,157.6,64ec599f-0bfc-4a18-b902-dc27c0f5944f,North,2836.8
S-10058,2023-12-29,04252dc4-419c-4a8f-beeb-5d9487439699,Tablet,Electronics,10,31.92,dac917a4-167d-4d3a-96d5-53597aa83536,North,319.2
S-10059,2023-06-20,1452ea70-f888-4f33-a13f-c7c50370ddf3,Keyboard,Accessories,1,226.65,412394e7-7e47-4daf-8f51-b723bdb0200a,West,226.65
S-10060,2023-01-15,ef41c7c5-1491-475f-aa64-0b37412f7d03,Tablet,Electronics,6,116.4,00602044-2062-436d-be7f-130bb2862fa4,East,698.4
S-10061,2023-02-26,e80f37bf-0893-406f-83dc-211ad1975217,Printer,Accessories,11,787.59,203fddae-a14a-44c8-8022-707a24d01470,East,8663.49
S-10062,2024-08-05,d76a308a-741d-436d-acbc-a014dc75ebd8,Keyboard,Electronics,2,121.37,73d0c393-d88a-4ca8-ba04-4a50b2b67f00,North,242.74
S-10063,2024-02-13,5b9f890e-f85c-447c-bd15-e7922b5ab56d,Laptop,Office Supplies,7,726.99,58890a4b-4d05-4d63-bf4b-67f43d3bc5ac,East,5088.93
S-10064,2022-11-09,756b6265-ccaf-4184-a343-7dd222456f3f,Printer,Accessories,18,391.8,95e740db-48ef-4b04-8180-6b950d14bdff,South,7052.4
S-10065,2024-05-05,6c4235e3-00a0-40e4-86df-5b6774456dc8,Smartphone,Electronics,19,82.64,c7e4bb49-6a50-4534-8bf9-01bcdeab84cd,North,1570.16
S-10066,2024-09-15,fc30fdc2-9b60-45d3-a0d4-c03fdd029021,Monitor,Accessories,4,814.6,a3b8c7b0-ed35-4868-b722-38553a734cd7,South,3258.4
S-10067,2022-11-07,3441f62e-cd28-410a-b2a6-6730c8d2a69f,Laptop,Accessories,13,583.83,56151bbc-8064-492d-b294-6b0f545ee456,North,7589.79
S-10068,2022-10-30,785a4ad7-10d7-4b1a-9c98-a97fe6617674,Monitor,Accessories,18,243.4,9a4a0466-02ea-4c1d-8bca-128eabe81aea,North,4381.2
S-10069,2024-10-11,12a71742-07f2-4ad6-8f70-514fa94eabd1,Mouse,Electronics,13,895.73,f6fae4a8-51e1-4ffb-be38-989cdbc1d736,North,11644.49
S-10070,2023-01-13,feefebb5-4dc2-4187-b986-057825f7c439,Smartphone,Office Supplies,19,54.81,30651381-b2fa-4412-ba3c-c6af80c80b9d,West,1041.39
S-10071,2023-07-06,8c42888c-0a8f-4ea9-b247-8fe8269b2df9,Smartphone,Office Supplies,17,209.8,44529959-47ef-4bd6-a4f8-7eace238b151,West,3566.6
S-10072,2024-09-07,b539c420-149f-4f83-aa51-5dfe33d576c8,Laptop,Office Supplies,1,754.53,fa591c59-ef7b-4b2f-b7af-ef7132f2cc08,North,754.53
S-10073,2024-08-15,388305cd-a04f-4c7f-b9a5-08badc97454d,Smartphone,Electronics,6,712.28,3864fdf4-4799-4eb5-8fe8-7cc67cd51252,North,4273.68
S-10074,2023-08-06,cfde8f7d-9167-48b4-acad-9f0d4a0f385b,Keyboard,Office Supplies,19,296.38,4870bf38-4688-4886-962f-6d1bd313ef3c,North,5631.22
S-10075,2024-08-15,a59b205c-fc5d-4922-9a66-1a6e8de04dff,Smartphone,Electronics,1,71.4,5745cea4-5731-4625-a809-7e332effc22d,North,71.4
S-10076,2023-11-04,9b7bbb49-ec51-457e-91c5-aca6caacefb6,Monitor,Accessories,8,859.5,14ad2394-dd3c-40b7-a02b-1005a8314f27,East,6876.0
S-10077,2022-12-20,60b59134-0150-49b6-a0f8-5fb2f014b83e,Monitor,Accessories,17,320.56,9c865f73-e130-40de-8aa6-28c4df960920,East,5449.52
S-10078,2024-09-28,09d6ff65-81ed-47e6-b15e-36a1455d09c7,Printer,Office Supplies,15,203.76,4d1783c6-aaaa-4441-895d-aa4445b5bd34,East,3056.4
S-10079,2023-08-17,7cc6072e-cb54-44a0-b5cb-c64d4662cfa5,Monitor,Electronics,18,520.9,be76b05a-1662-47f7-bfb0-9f2993206ddf,West,9376.2
S-10080,2023-01-28,c324455f-f1a8-4ca3-99e5-6d6a87897187,Printer,Accessories,7,911.12,64f26620-f68c-4e87-a176-d095502b28e6,South,6377.84
S-10081,2024-05-27,15e8d8ef-1937-43d8-8fcb-bdf50dfc672f,Monitor,Electronics,16,53.11,1488ea16-bc20-48f9-86e1-8c4b31b4e641,North,849.76
S-10082,2023-12-23,d1c84cb8-9de4-4afd-bca5-483727120ddf,Keyboard,Electronics,7,768.15,14a824c1-5328-4668-8971-f5cff136e6d0,East,5377.05
S-10083,2023-09-22,36334bcd-8fcc-4c97-8b45-e79b509db4f5,Headphones,Accessories,17,576.75,f335c3c4-bd18-4da3-9811-3c6a925be261,East,9804.75
S-10084,2023-07-27,487cfa53-5ecb-4116-8b1f-ad3b8cd087f7,Printer,Electronics,4,431.19,f6f29f99-8c94-46a3-8efc-59db03905f8c,East,1724.76
S-10085,2024-01-09,7c0173e2-07a2-4db9-8aa1-9246f1df9f49,Tablet,Accessories,12,746.64,4d4789d7-7334-400b-bb99-ec96537ffb78,North,8959.68
S-10086,2023-09-13,c7696e3a-6095-41b8-b0de-21d34b6c04d8,Mouse,Accessories,13,966.17,b8328bc7-9747-4304-a5dc-cc79add24417,North,12560.21
S-10087,2024-02-13,c0d201f4-bfcc-4aa9-8c03-1489e5fa26b2,Laptop,Accessories,4,236.91,00ec22b7-c9aa-4212-b98f-e10a9c53d8bd,South,947.64
S-10088,2023-05-23,8b14c560-5d9f-4d53-9adc-eae4b12df0d2,Monitor,Electronics,1,152.21,92da05a5-720a-4286-8a9e-d148f840ffd1,West,152.21
S-10089,2023-09-06,2dc6c5b6-cb8d-471f-84a0-c679c928242d,Smartphone,Accessories,1,913.75,cfb6a77f-a423-40f6-bd41-2ff30c1ec6bb,South,913.75
S-10090,2023-05-13,696dcd6a-2574-4917-acd7-2a4a9ec699d4,Headphones,Electronics,7,672.26,81041d56-97da-4dba-9fa9-afc4b3c06ee9,North,4705.82
S-10091,2022-12-07,656a0f5e-b7b4-4817-b0d0-b8fb7348570a,Monitor,Accessories,9,443.61,ff46b29c-0fe9-440f-98c3-496b37290e8f,South,3992.49
S-10092,2023-04-15,08490271-fb32-4c43-bdbc-faa36027a79b,Smartphone,Accessories,1,577.53,aa61662f-b51a-40cb-be1c-864ace54b666,East,577.53
S-10093,2023-02-14,c0752a47-ced2-44a3-822e-71841ea2cba7,Mouse,Office Supplies,16,748.16,be30dd27-61c3-4e87-936b-220727d0c475,South,11970.56
S-10094,2024-02-01,887f163d-2e3d-4c69-8e42-d287cbb44e62,Mouse,Office Supplies,18,775.3,6f9ea10c-5ff7-46ac-b3e0-bf3eb49afd9f,East,13955.4
S-10095,2023-11-07,40d9de0c-2c49-40d5-9f54-dd48ae91df5f,Mouse,Office Supplies,15,920.7,685c97e9-d964-4c9b-895d-1f311c996361,South,13810.5
S-10096,2024-01-16,2708694a-9450-4b53-82fa-098b58f5d48d,Smartphone,Electronics,6,432.57,f5c175d6-7b10-424f-9ce6-4d7df00cd7af,East,2595.42
S-10097,2023-05-28,d9b5a78c-ec1f-4549-a04b-a833c122e081,Monitor,Electronics,2,300.48,cf020588-d571-4c9a-b22a-4a1958662645,South,600.96
S-10098,2024-02-22,58f543d6-12ac-4161-a11e-5ac4f244436a,Mouse,Accessories,9,643.27,6eeb6a00-5da5-4513-86d1-79a66d9336cc,West,5789.43
S-10099,2024-06-16,650a88b8-9f7e-41ea-be2c-7e5e06d9bc0b,Keyboard,Accessories,4,421.57,dd34e252-31b9-4d03-b7b6-131fb2efe259,South,1686.28
S-10100,2024-09-01,ba954fb9-bfc0-42c7-9db8-38e3085d3bd3,Printer,Accessories,13,598.65,fbc29701-8d95-4910-a745-703cda8fbbe9,North,7782.45
S-10101,2023-11-13,d2b10ac5-f144-4778-84f6-3be4c0c9eefb,Smartphone,Accessories,11,425.79,6c98f8f8-87fc-465a-9213-cdcfdf34983b,North,4683.69
S-10102,2023-04-12,805d626f-fd44-4c8f-8500-6ac379a160e3,Smartphone,Electronics,13,161.47,44a581f4-ec7e-4ae4-8b53-39bd5c732812,East,2099.11
S-10103,2023-08-22,cf5a8961-e147-4184-aa15-17ff34d39657,Monitor,Accessories,11,474.73,3ec4da58-8a25-4768-9814-9a5b498a947c,North,5222.03
S-10104,2023-07-10,fd2b7cd6-f6ad-4d88-9aaf-6e1d85f53491,Smartphone,Accessories,19,694.01,d4836406-e612-4292-a8a7-7a83e09b29c9,East,13186.19
S-10105,2024-01-05,9a2385b4-97b1-4d13-b808-6d3a950d760e,Smartphone,Office Supplies,8,801.29,163ef025-d2dc-4471-bb39-d6a33b908628,West,6410.32
S-10106,2023-06-20,405f84dc-d45f-4a8f-899e-9017f0a9d26b,Mouse,Accessories,7,498.39,dfe78b76-34b7-4dac-be12-754bccb238f7,North,3488.73
S-10107,2023-12-02,09f494be-64a3-463e-8f79-9c9a985a32b1,Monitor,Accessories,16,173.59,86c850a2-70e0-4ad0-9421-e880fe55e60f,North,2777.44
S-10108,2023-08-05,f06520f0-8bbf-425b-b54e-34b77c2dc965,Mouse,Accessories,3,420.54,efb09b4f-e036-4f6e-a942-7441965be832,East,1261.62
S-10109,2023-09-13,9aa4fa5a-a047-467f-90a9-3b2c405d23e5,Printer,Electronics,17,788.43,d8d7414a-9aa7-4f63-a951-af8a5ec6520c,West,13403.31
S-10110,2024-06-15,e64f8440-b0d4-4b5a-b674-25dc69e23bd0,Headphones,Office Supplies,18,418.73,b936af57-e801-466a-b75d-0cc97b8ae3cc,West,7537.14
S-10111,2024-07-01,a9f519f8-2025-4867-be35-da1993d3bfc2,Printer,Accessories,15,699.57,a6f6b027-5148-4618-943b-f84c402d5abf,South,10493.55
S-10112,2024-04-15,48ca066d-a66c-4c15-9754-b0d4f180e357,Headphones,Accessories,17,512.14,7e6dcf90-5815-4048-b989-63ece9ad77aa,East,8706.38
S-10113,2023-08-29,fa5223e8-4e1f-44fc-b10d-aa890427bac8,Mouse,Office Supplies,11,248.81,4a9611da-d948-40ab-9a55-f4ed777b0ec6,East,2736.91
S-10114,2023-02-03,5412ac4f-8f6f-4746-afb6-a52696e34ddf,Printer,Accessories,5,798.19,27b9b70f-e259-4f3e-9041-72cb87f8024e,West,3990.95
S-10115,2022-12-13,5b13418f-b72d-4a94-81f1-83653fc26056,Monitor,Electronics,16,93.37,e09393c5-c592-4df4-9a7a-998770dc4a7e,East,1493.92
S-10116,2023-12-11,3968d7c4-fc4e-40d5-bc81-6cd54973da77,Laptop,Accessories,15,529.64,c91c9321-d512-4869-9cc8-86677ccb4240,North,7944.6
S-10117,2024-07-05,229eefb7-9bd8-49b1-8778-b934a5bb3e9b,Mouse,Electronics,10,216.8,efe99a6b-d59d-42f1-b717-e7b4095778df,North,2168.0
S-10118,2023-11-24,8a4fedd5-7702-440d-831d-00d86dc17f2a,Headphones,Electronics,14,76.39,11c7ef4f-3149-4055-afa0-c7047d77ec14,North,1069.46
S-10119,2024-09-26,a8f9afba-68aa-4e96-9395-e69d564e7ac2,Keyboard,Accessories,2,507.9,a8f11ae2-c673-46bb-8e24-d743b5bf3797,East,1015.8
S-10120,2024-09-14,3bbc3d77-a54c-491c-9ce4-d0c26dbaeb04,Headphones,Office Supplies,16,504.57,a6c0dbd8-3b17-4e6e-8e10-ecc9792e1d2f,South,8073.12
S-10121,2023-11-08,f79226fb-3db2-43ae-93f8-8a39107dfc81,Keyboard,Electronics,19,709.83,90428145-c859-4d77-939f-4e34945850f2,South,13486.77
S-10122,2024-05-16,94df186e-0bbe-46f8-b46b-de54da41512e,Smartphone,Office Supplies,8,747.3,3e49e5dc-b4e8-423b-a5ec-96fce686b5a3,West,5978.4
S-10123,2024-09-29,08c788ea-67ea-40b9-8496-3ecaae516df4,Printer,Accessories,15,730.51,9b33645f-6e25-4679-a3ee-d23f481b5f98,East,10957.65
S-10124,2023-12-11,bb66c04a-0ae7-4e99-ad98-80b2425c68ba,Keyboard,Electronics,10,415.46,c8c0c55c-5b23-4a3e-bef3-4e5d1194b3e9,West,4154.6
S-10125,2023-02-23,10a3f0a8-b7fc-4307-b1a0-c02f43835a29,Headphones,Accessories,5,635.37,df0c03eb-4df0-4cde-ba32-ceffbc4939d3,East,3176.85
S-10126,2024-07-07,b8356d28-a10c-41ae-b6e7-8d51299d1c9d,Smartphone,Office Supplies,16,581.18,53c0624a-40ea-4bb3-bfe6-86713bf24768,South,9298.88
S-10127,2023-08-07,95dde059-02f4-4bc5-9c7b-6157a35558ab,Laptop,Accessories,12,427.35,8eac1eeb-6d2f-455f-a1fc-1833b43eb2a8,North,5128.2
S-10128,2023-08-21,2e9b3a6c-f4d6-41fb-a06c-a1ae035b7947,Monitor,Accessories,13,601.24,87011214-f8da-4c70-aa89-f540460b6893,East,7816.12
S-10129,2023-09-13,b2ecc8dc-94f6-4b0e-b197-abf3ca99350a,Monitor,Electronics,9,947.78,7cfbac2f-6d93-4a69-8120-4b951346bbec,South,8530.02
S-10130,2024-03-19,2e60c3f4-636c-43d3-a0f9-494ad366037d,Monitor,Accessories,17,200.96,205bf8b1-5fff-40fe-9e9d-99b6e8c3f4e5,South,3416.32
S-10131,2024-09-02,b602a05a-b17a-405d-9e8a-cff815ae6156,Keyboard,Accessories,12,906.71,b0dbd942-8c93-4027-86ac-41ff5470bdbf,South,10880.52
S-10132,2024-02-08,6ee9a116-3b5d-4b27-b54b-5fa4b427a23e,Laptop,Accessories,5,62.92,5202eb8b-33d4-4bb5-9268-85c9369c1cd3,North,314.6
S-10133,2024-10-19,f9e7fe4a-1f9d-41f6-8b52-7849ede351be,Keyboard,Electronics,12,315.31,590b443e-777d-4047-9328-924bbe8a16a0,South,3783.72
S-10134,2023-06-26,a84bad43-fc1a-44e3-841c-a6cba545e041,Printer,Office Supplies,1,295.26,8d49e129-dc73-4494-85d0-e5d7fd98c53d,West,295.26
S-10135,2023-01-12,03ca50d4-2771-45e8-8d94-2136ea999498,Keyboard,Office Supplies,16,630.1,64d2c54c-3bd3-4dff-b5c5-ea16e36b22f1,South,10081.6
S-10136,2024-06-18,811461d5-0c92-41aa-8871-2f4e6e316973,Laptop,Accessories,12,139.91,dd6d6838-80df-4a1a-bdef-be1191fa20de,South,1678.92
S-10137,2023-04-18,011f2ff2-ca32-4d61-b8e6-7165e11d825c,Laptop,Electronics,9,883.52,20070066-a51f-4448-a95c-fff53cdd7c11,East,7951.68
S-10138,2023-08-11,7b931c5f-13dd-4f42-9213-0e5d4de77ffa,Printer,Accessories,13,830.27,ea05817a-1d15-4f0e-b1ed-acf7d266a3eb,East,10793.51
S-10139,2024-05-08,ca92ffbe-511a-4c81-930a-30c572b1bc02,Laptop,Office Supplies,17,655.55,98f9e487-f372-4b13-a64e-909e58827bc9,East,11144.35
S-10140,2023-08-18,e52f9735-1641-4730-9c13-f69a6570d356,Headphones,Electronics,17,463.83,a3573af1-30c3-4a74-85c3-67c5fd3bcfae,South,7885.11
S-10141,2024-02-25,93a6040a-bb67-43bd-b806-e45b02bfcaf2,Laptop,Office Supplies,4,933.63,a365736b-c901-455b-80e4-480db9200977,South,3734.52
S-10142,2023-10-20,309a2422-d32b-417e-98dc-1ae365b46a1a,Monitor,Office Supplies,14,832.44,6b4c80f2-550c-4d4c-8270-98b3339dd9bb,West,11654.16
S-10143,2023-05-09,54e48170-8534-47b7-844e-7a9a552b2861,Headphones,Electronics,19,504.32,309ef501-ab2b-4121-9266-714ac0dbe625,North,9582.08
S-10144,2023-08-10,851caf1c-28a6-48cb-b7ea-c2ac9a884c39,Headphones,Electronics,7,704.85,45c9bce0-333a-402e-8426-06af266ba59e,South,4933.95
S-10145,2024-09-07,03126122-5a30-45c2-98e2-5ed008b9cfc6,Printer,Accessories,3,571.26,2d38059c-66fd-42ef-bce2-f35c1dce8771,North,1713.78
S-10146,2022-11-25,da1559bf-137c-4365-95b0-9dd2b7e7e605,Tablet,Accessories,1,592.06,257d7dfb-cfcc-4f0a-b22f-43e0c65eb8dd,South,592.06
S-10147,2023-05-29,dc894f82-51a7-42fb-b2bc-c01cd5db3149,Tablet,Office Supplies,12,337.67,88cb4c76-4b72-4dff-a0d1-e470b7e36da7,North,4052.04
S-10148,2022-11-30,825fb862-1a18-42ca-8406-1430a948e7f8,Laptop,Electronics,15,467.46,c4e2f29c-a14e-4b57-9ca7-5ce337ae524d,East,7011.9
S-10149,2024-01-24,173e01a3-43e3-4843-88c6-387bdcf07013,Headphones,Electronics,11,87.34,4f6defe3-8edb-47ad-9717-8e392cdffc61,South,960.74
S-10150,2024-07-16,fa7fea28-e90b-4546-9193-84c0c56704ec,Tablet,Accessories,10,363.78,a40538c3-8b38-41b3-9f3b-e98e1349a497,West,3637.8
S-10151,2023-12-31,2c140de2-9a24-49d2-a095-f0998d9443cc,Tablet,Office Supplies,2,698.87,04bc332d-aa71-49a8-bf3e-fa77da3e7dc5,North,1397.74
S-10152,2023-12-23,055841ae-f847-4d95-9468-a85cf7f5031b,Laptop,Office Supplies,4,953.68,94f35bb1-86bc-4b0a-a786-5ef50c8f9542,East,3814.72
S-10153,2023-02-22,9c3c86da-f6cf-4e50-86b5-4f089daa4bd3,Tablet,Accessories,17,963.43,ba3ab3f4-eb87-4d42-b07c-651dbbc436cb,West,16378.31
S-10154,2024-05-06,ec03c0f3-4a35-4220-b375-74724bb1306a,Keyboard,Electronics,17,560.17,3c57f50a-9c75-47cb-a376-2fade2010cd2,East,9522.89
